actual_label,ensemble_probability,prediction_variance,probability_only_decision,uncertainty_aware_decision,probability_only_cost,uncertainty_aware_cost,cost_difference
0,0.3705185262553196,0.000931167209181,manual_review,manual_review,1.0,1.0,0.0
0,0.2381602976028801,0.0004950246258222,manual_review,manual_review,1.0,1.0,0.0
0,0.106939972324905,0.0008799601830827,auto_process,auto_process,0.0,0.0,0.0
0,0.1625653132926996,0.0003306837842445,auto_process,auto_process,0.0,0.0,0.0
0,0.1582252656175297,0.0001555886999183,auto_process,auto_process,0.0,0.0,0.0
0,0.2281944923611185,0.0009202113693085,manual_review,manual_review,1.0,1.0,0.0
0,0.2312513640055512,7.164744022337739e-05,manual_review,manual_review,1.0,1.0,0.0
0,0.2516123501524392,0.0012474512316578,manual_review,manual_review,1.0,1.0,0.0
0,0.2204608780281845,0.0011491454964192,manual_review,manual_review,1.0,1.0,0.0
1,0.2310076499772549,0.0003649256008633,manual_review,manual_review,1.0,1.0,0.0
0,0.1931346681022733,0.0010024302221656,auto_process,auto_process,0.0,0.0,0.0
0,0.2360362806691423,0.0003657222804771,manual_review,manual_review,1.0,1.0,0.0
0,0.1466111721086767,0.0001197791898544,auto_process,auto_process,0.0,0.0,0.0
0,0.1349110620366496,9.848413816822532e-05,auto_process,auto_process,0.0,0.0,0.0
0,0.3496353883697308,0.0009156539068384,manual_review,manual_review,1.0,1.0,0.0
0,0.1609454547427266,0.0002317709380334,auto_process,auto_process,0.0,0.0,0.0
0,0.1156747925690977,7.074666403615964e-05,auto_process,auto_process,0.0,0.0,0.0
0,0.2573736081910986,0.0007412565018578,manual_review,manual_review,1.0,1.0,0.0
1,0.2146630492966527,0.000729215251864,manual_review,manual_review,1.0,1.0,0.0
0,0.2885538000689048,0.0001763412801029,manual_review,manual_review,1.0,1.0,0.0
1,0.4610458647270684,0.0110764073344374,manual_review,manual_review,1.0,1.0,0.0
1,0.3888317284601969,0.00188818069328,manual_review,manual_review,1.0,1.0,0.0
1,0.3102949753812116,0.0004415676926538,manual_review,manual_review,1.0,1.0,0.0
0,0.1504143545317149,0.0001930921529923,auto_process,auto_process,0.0,0.0,0.0
1,0.3318414085244014,0.0013672207535893,manual_review,manual_review,1.0,1.0,0.0
1,0.311382883997149,0.0001330268529237,manual_review,manual_review,1.0,1.0,0.0
0,0.3206737784247579,0.0010656216463888,manual_review,manual_review,1.0,1.0,0.0
0,0.2008376955900475,0.0003775710236781,manual_review,manual_review,1.0,1.0,0.0
1,0.1849207443940422,0.0003010445607515,auto_process,auto_process,5.0,5.0,0.0
0,0.1759139147251881,0.0001264785952329,auto_process,auto_process,0.0,0.0,0.0
0,0.1858157993899708,0.0007423563197039,auto_process,auto_process,0.0,0.0,0.0
0,0.3113311258489238,0.0010820441507096,manual_review,manual_review,1.0,1.0,0.0
0,0.2095620470769459,0.0001537892249129,manual_review,manual_review,1.0,1.0,0.0
0,0.3001390986545244,0.0009015403188594,manual_review,manual_review,1.0,1.0,0.0
0,0.3416731329762286,0.0050709061623449,manual_review,manual_review,1.0,1.0,0.0
1,0.2291720833161308,0.0002303550948034,manual_review,manual_review,1.0,1.0,0.0
1,0.5096791669175763,0.0234118891529629,manual_review,manual_review,1.0,1.0,0.0
0,0.1916330225575018,0.0010244465019542,auto_process,auto_process,0.0,0.0,0.0
0,0.2917327084619782,0.0038654781506645,manual_review,manual_review,1.0,1.0,0.0
0,0.2074761346732285,0.00026843597288,manual_review,manual_review,1.0,1.0,0.0
1,0.3488720349675155,0.000506699077841,manual_review,manual_review,1.0,1.0,0.0
0,0.278985988786045,0.0008699945662681,manual_review,manual_review,1.0,1.0,0.0
1,0.1957533714616506,0.0004999963280031,auto_process,auto_process,5.0,5.0,0.0
0,0.2336575935308218,0.0020784291899566,manual_review,manual_review,1.0,1.0,0.0
1,0.2435539476793208,0.0002025768862537,manual_review,manual_review,1.0,1.0,0.0
0,0.2460087325576954,0.0001047026805702,manual_review,manual_review,1.0,1.0,0.0
1,0.3250762009598808,0.0009865207221724,manual_review,manual_review,1.0,1.0,0.0
0,0.2589418095418659,0.0020876305621912,manual_review,manual_review,1.0,1.0,0.0
1,0.2584142073969454,0.0003503452325223,manual_review,manual_review,1.0,1.0,0.0
0,0.2309243596809473,0.0002481166032914,manual_review,manual_review,1.0,1.0,0.0
1,0.2082412565701614,0.0013265507984011,manual_review,manual_review,1.0,1.0,0.0
0,0.1272453085683293,0.0002015679513095,auto_process,auto_process,0.0,0.0,0.0
0,0.2274325296366416,0.0007322675378244,manual_review,manual_review,1.0,1.0,0.0
0,0.1174123010691823,0.0002220442114623,auto_process,auto_process,0.0,0.0,0.0
0,0.1372926993952253,2.8979032337429024e-05,auto_process,auto_process,0.0,0.0,0.0
0,0.2510054322189838,3.301877122047532e-05,manual_review,manual_review,1.0,1.0,0.0
0,0.1883814365181407,0.0004905151036511,auto_process,auto_process,0.0,0.0,0.0
1,0.2499008275563225,0.0008276671624778,manual_review,manual_review,1.0,1.0,0.0
0,0.2759885021975046,0.0020153218126678,manual_review,manual_review,1.0,1.0,0.0
1,0.2777912137098487,0.0019255618342212,manual_review,manual_review,1.0,1.0,0.0
0,0.2454620188226171,0.0003581574822306,manual_review,manual_review,1.0,1.0,0.0
0,0.1400710156353144,0.0005989964617931,auto_process,auto_process,0.0,0.0,0.0
0,0.1854585772082911,0.0003541989615261,auto_process,auto_process,0.0,0.0,0.0
0,0.2527226004939411,0.0002304622876638,manual_review,manual_review,1.0,1.0,0.0
0,0.2386686358106007,0.0005738758949654,manual_review,manual_review,1.0,1.0,0.0
0,0.1276984619381455,0.0007696228435441,auto_process,auto_process,0.0,0.0,0.0
0,0.3748697241596652,0.0074005864023926,manual_review,manual_review,1.0,1.0,0.0
0,0.2724718419959517,0.0007453645675338,manual_review,manual_review,1.0,1.0,0.0
0,0.1648169826432483,0.0004618159884316,auto_process,auto_process,0.0,0.0,0.0
0,0.1965807902380752,0.0012193325007836,auto_process,auto_process,0.0,0.0,0.0
0,0.1787699052175488,0.0015892406995523,auto_process,auto_process,0.0,0.0,0.0
0,0.3053996150254082,0.0030001560979155,manual_review,manual_review,1.0,1.0,0.0
1,0.1890909268661057,0.0006069155398856,auto_process,auto_process,5.0,5.0,0.0
0,0.3712975714973821,0.0018639014372172,manual_review,manual_review,1.0,1.0,0.0
0,0.252280375885926,0.0004884234793077,manual_review,manual_review,1.0,1.0,0.0
0,0.3900232399361017,0.0017369098615147,manual_review,manual_review,1.0,1.0,0.0
1,0.2436748668311082,0.0017990647432054,manual_review,manual_review,1.0,1.0,0.0
0,0.3024464367603262,0.0013796088658686,manual_review,manual_review,1.0,1.0,0.0
1,0.2411733878308646,0.0008656679011053,manual_review,manual_review,1.0,1.0,0.0
1,0.2308485155993835,0.0003500035965635,manual_review,manual_review,1.0,1.0,0.0
0,0.2267012682827207,0.0002991049003718,manual_review,manual_review,1.0,1.0,0.0
0,0.2628164653664337,0.0018766838824411,manual_review,manual_review,1.0,1.0,0.0
0,0.1724942776305484,4.456453610692816e-05,auto_process,auto_process,0.0,0.0,0.0
0,0.1588484819639035,0.0004186685426345,auto_process,auto_process,0.0,0.0,0.0
0,0.2991157688956702,0.000560104171544,manual_review,manual_review,1.0,1.0,0.0
0,0.3872337160257966,0.0018334134246101,manual_review,manual_review,1.0,1.0,0.0
1,0.246655151422837,0.0004724889046993,manual_review,manual_review,1.0,1.0,0.0
1,0.267768233747422,0.0003354663932801,manual_review,manual_review,1.0,1.0,0.0
1,0.2386138240813326,0.0002958956208242,manual_review,manual_review,1.0,1.0,0.0
0,0.2416248057192798,0.0002748802649896,manual_review,manual_review,1.0,1.0,0.0
0,0.1164330280461235,0.0008128964357764,auto_process,auto_process,0.0,0.0,0.0
0,0.0929896435474441,0.0002453581970348,auto_process,auto_process,0.0,0.0,0.0
1,0.3439916032468284,0.0006830723319934,manual_review,manual_review,1.0,1.0,0.0
1,0.2300061177138699,0.000833085124937,manual_review,manual_review,1.0,1.0,0.0
0,0.1894341792955035,0.000208761621669,auto_process,auto_process,0.0,0.0,0.0
0,0.1499542245539415,0.0001672288486615,auto_process,auto_process,0.0,0.0,0.0
0,0.1904843463549865,0.0005209222680933,auto_process,auto_process,0.0,0.0,0.0
1,0.3369002222286465,0.0008904209073525,manual_review,manual_review,1.0,1.0,0.0
0,0.1787562429156185,5.340169763082439e-05,auto_process,auto_process,0.0,0.0,0.0
1,0.1923267293370122,0.0005755522368753,auto_process,auto_process,5.0,5.0,0.0
0,0.4413573726111158,0.0036011188853298,manual_review,manual_review,1.0,1.0,0.0
0,0.1565088770361189,0.0017485192294275,auto_process,auto_process,0.0,0.0,0.0
0,0.1774624275099205,0.0008425936073886,auto_process,auto_process,0.0,0.0,0.0
1,0.2760274422993656,0.0016383835297303,manual_review,manual_review,1.0,1.0,0.0
0,0.1158217006312353,0.0001578882462324,auto_process,auto_process,0.0,0.0,0.0
0,0.0753991643187728,0.0003406011669123,auto_process,auto_process,0.0,0.0,0.0
0,0.2404657677132899,0.0008220177973762,manual_review,manual_review,1.0,1.0,0.0
0,0.278485341833268,0.0012066742823704,manual_review,manual_review,1.0,1.0,0.0
0,0.2203045122362142,0.0017426853630933,manual_review,manual_review,1.0,1.0,0.0
0,0.3651598613116062,0.0013129339931645,manual_review,manual_review,1.0,1.0,0.0
0,0.2259627981646434,0.0003935477790727,manual_review,manual_review,1.0,1.0,0.0
0,0.1606604053871129,0.0006412870712425,auto_process,auto_process,0.0,0.0,0.0
1,0.1630788671838791,0.0015346461396163,auto_process,auto_process,5.0,5.0,0.0
0,0.2427377204552956,0.0010644594688059,manual_review,manual_review,1.0,1.0,0.0
1,0.2270659755454361,0.0002435551037082,manual_review,manual_review,1.0,1.0,0.0
0,0.3151411915384181,0.0009665387415973,manual_review,manual_review,1.0,1.0,0.0
1,0.3963380745848774,0.003912626229345,manual_review,manual_review,1.0,1.0,0.0
0,0.1358900942341613,0.0001001440831761,auto_process,auto_process,0.0,0.0,0.0
1,0.3003027498844415,0.0036974085618371,manual_review,manual_review,1.0,1.0,0.0
0,0.2699196726688145,0.0003305075623161,manual_review,manual_review,1.0,1.0,0.0
0,0.2698143130593404,0.0002832327903353,manual_review,manual_review,1.0,1.0,0.0
1,0.3683248144351277,0.0023014305514269,manual_review,manual_review,1.0,1.0,0.0
0,0.2990581476852259,0.0063245242578367,manual_review,manual_review,1.0,1.0,0.0
0,0.2894987411254267,0.000138489232975,manual_review,manual_review,1.0,1.0,0.0
0,0.2631554257645311,0.0024970943384109,manual_review,manual_review,1.0,1.0,0.0
1,0.3406226146063262,0.001651829525425,manual_review,manual_review,1.0,1.0,0.0
0,0.3620289260950421,0.0007375486983753,manual_review,manual_review,1.0,1.0,0.0
1,0.2181854275981856,0.0011381636859614,manual_review,manual_review,1.0,1.0,0.0
0,0.3272243067988185,0.0001828632138882,manual_review,manual_review,1.0,1.0,0.0
1,0.3834080103891645,0.0017820472425375,manual_review,manual_review,1.0,1.0,0.0
0,0.1723245435568635,0.0007441881808834,auto_process,auto_process,0.0,0.0,0.0
0,0.2836751698293407,0.0017654711157041,manual_review,manual_review,1.0,1.0,0.0
0,0.2673551696479252,0.0018232398214585,manual_review,manual_review,1.0,1.0,0.0
1,0.3153968989552881,0.0005550407652142,manual_review,manual_review,1.0,1.0,0.0
0,0.289758695153522,0.001700234786993,manual_review,manual_review,1.0,1.0,0.0
0,0.1252815894606827,6.06334070978184e-05,auto_process,auto_process,0.0,0.0,0.0
0,0.2455485725751363,0.0002930537381372,manual_review,manual_review,1.0,1.0,0.0
0,0.2581878745055475,0.0005432225290256,manual_review,manual_review,1.0,1.0,0.0
0,0.2532877888228257,0.0009067941790352,manual_review,manual_review,1.0,1.0,0.0
1,0.3527458622885313,0.0014898629294806,manual_review,manual_review,1.0,1.0,0.0
0,0.2792195895019256,0.0002783857359985,manual_review,manual_review,1.0,1.0,0.0
0,0.348518684032566,0.0015059737407085,manual_review,manual_review,1.0,1.0,0.0
0,0.2330926146030494,0.0014547391384045,manual_review,manual_review,1.0,1.0,0.0
0,0.2663896878508078,0.0005486220542061,manual_review,manual_review,1.0,1.0,0.0
1,0.3031120228557725,0.0015436232869838,manual_review,manual_review,1.0,1.0,0.0
0,0.1151473351567156,0.0001064833045261,auto_process,auto_process,0.0,0.0,0.0
0,0.2706787242261108,0.0001017682409071,manual_review,manual_review,1.0,1.0,0.0
1,0.1373973036047953,0.0001315548338205,auto_process,auto_process,5.0,5.0,0.0
0,0.2404164650109438,0.0006086619726083,manual_review,manual_review,1.0,1.0,0.0
0,0.2944778273693471,0.000731856067582,manual_review,manual_review,1.0,1.0,0.0
0,0.1398895586631043,0.000459910414607,auto_process,auto_process,0.0,0.0,0.0
1,0.3215332366903597,0.0028154280421846,manual_review,manual_review,1.0,1.0,0.0
0,0.1313272907355684,0.0001598574157604,auto_process,auto_process,0.0,0.0,0.0
0,0.2186978522339125,0.0003004640577288,manual_review,manual_review,1.0,1.0,0.0
0,0.2993948142611883,0.0008347192581081,manual_review,manual_review,1.0,1.0,0.0
0,0.115205600681313,0.0002351519468629,auto_process,auto_process,0.0,0.0,0.0
0,0.3713236251088433,0.0019486610067128,manual_review,manual_review,1.0,1.0,0.0
1,0.4736790407646348,0.0105478054692924,manual_review,manual_review,1.0,1.0,0.0
0,0.3385657953382554,0.0006389785548214,manual_review,manual_review,1.0,1.0,0.0
0,0.1797496096857814,7.265661639083795e-05,auto_process,auto_process,0.0,0.0,0.0
0,0.2010148738057489,0.0009730996318021,manual_review,manual_review,1.0,1.0,0.0
1,0.2740599845751265,0.0006797818771164,manual_review,manual_review,1.0,1.0,0.0
0,0.2934291136255458,0.0004104426493035,manual_review,manual_review,1.0,1.0,0.0
0,0.1330355741722034,0.0002313415001317,auto_process,auto_process,0.0,0.0,0.0
0,0.1081964610495685,0.0008947718181683,auto_process,auto_process,0.0,0.0,0.0
0,0.1251602346499251,0.0003618801427128,auto_process,auto_process,0.0,0.0,0.0
0,0.3500232674348172,0.0026843624699715,manual_review,manual_review,1.0,1.0,0.0
0,0.369632934020507,0.0053812360751832,manual_review,manual_review,1.0,1.0,0.0
0,0.320965719315618,0.0009690609428827,manual_review,manual_review,1.0,1.0,0.0
0,0.4121770969340896,0.0133426858366786,manual_review,manual_review,1.0,1.0,0.0
1,0.2017454536871493,0.0002514688647813,manual_review,manual_review,1.0,1.0,0.0
0,0.3273664158705058,0.0004159787305043,manual_review,manual_review,1.0,1.0,0.0
1,0.3909930098220921,0.0014869181839545,manual_review,manual_review,1.0,1.0,0.0
0,0.2603856001347664,0.0001812082812439,manual_review,manual_review,1.0,1.0,0.0
0,0.1283012732399084,1.994825719530001e-05,auto_process,auto_process,0.0,0.0,0.0
0,0.2356811915175698,0.0013263276113418,manual_review,manual_review,1.0,1.0,0.0
0,0.3858145456253445,0.0024495097916992,manual_review,manual_review,1.0,1.0,0.0
0,0.38772398711786,0.0013391199755773,manual_review,manual_review,1.0,1.0,0.0
0,0.1101690951618263,7.883531689079915e-05,auto_process,auto_process,0.0,0.0,0.0
0,0.1882120314394431,0.0013430319437876,auto_process,auto_process,0.0,0.0,0.0
1,0.3100355542060031,0.0017180263961609,manual_review,manual_review,1.0,1.0,0.0
1,0.4339402232646913,0.0147855054332257,manual_review,manual_review,1.0,1.0,0.0
1,0.3813788238658187,0.0030454776439188,manual_review,manual_review,1.0,1.0,0.0
0,0.243717567687472,0.001240718038537,manual_review,manual_review,1.0,1.0,0.0
0,0.3850058938628105,0.0017590954255846,manual_review,manual_review,1.0,1.0,0.0
0,0.3194055611110608,0.0028641139313324,manual_review,manual_review,1.0,1.0,0.0
0,0.2499672734912237,0.0012762973473563,manual_review,manual_review,1.0,1.0,0.0
0,0.3436466094724158,0.0014682019638856,manual_review,manual_review,1.0,1.0,0.0
1,0.1873470854547703,5.423721531287486e-05,auto_process,auto_process,5.0,5.0,0.0
1,0.1510550311671556,0.0004634441793765,auto_process,auto_process,5.0,5.0,0.0
0,0.1545377245712552,0.000400916170239,auto_process,auto_process,0.0,0.0,0.0
0,0.3041911699027411,0.0001004466305649,manual_review,manual_review,1.0,1.0,0.0
1,0.15447017336157,5.497573638520104e-05,auto_process,auto_process,5.0,5.0,0.0
0,0.3720209997962203,0.0002547930699578,manual_review,manual_review,1.0,1.0,0.0
0,0.1767045060506376,0.0012929285897319,auto_process,auto_process,0.0,0.0,0.0
0,0.2292341509350623,0.0005866091987099,manual_review,manual_review,1.0,1.0,0.0
0,0.2413813544933281,0.0005546051789182,manual_review,manual_review,1.0,1.0,0.0
0,0.2149888751560792,0.0007150321265493,manual_review,manual_review,1.0,1.0,0.0
0,0.3290907484957579,0.0011668272471962,manual_review,manual_review,1.0,1.0,0.0
0,0.2023915554901817,0.0004749836378876,manual_review,manual_review,1.0,1.0,0.0
0,0.2049676399246306,0.0002955624647207,manual_review,manual_review,1.0,1.0,0.0
0,0.308637482804626,0.0010065124663087,manual_review,manual_review,1.0,1.0,0.0
0,0.396086038295113,0.0030241362330223,manual_review,manual_review,1.0,1.0,0.0
0,0.2022936736026951,0.0009268242414763,manual_review,manual_review,1.0,1.0,0.0
0,0.3772297470162082,0.0008232331186689,manual_review,manual_review,1.0,1.0,0.0
0,0.2364311646547652,0.0003641311172819,manual_review,manual_review,1.0,1.0,0.0
0,0.2841420211125025,0.0003344710190687,manual_review,manual_review,1.0,1.0,0.0
0,0.2618729487962756,0.00118705437034,manual_review,manual_review,1.0,1.0,0.0
1,0.1865403086758462,0.0002532675781657,auto_process,auto_process,5.0,5.0,0.0
1,0.2638437478861843,0.0013010537326627,manual_review,manual_review,1.0,1.0,0.0
0,0.1570023414783814,0.0003517224204755,auto_process,auto_process,0.0,0.0,0.0
1,0.1228067968347841,0.0002055400425603,auto_process,auto_process,5.0,5.0,0.0
1,0.2209276849309317,0.0004960187925513,manual_review,manual_review,1.0,1.0,0.0
0,0.2367400680672563,0.0014907148998627,manual_review,manual_review,1.0,1.0,0.0
1,0.2438949547109868,0.0003999989290315,manual_review,manual_review,1.0,1.0,0.0
0,0.2473420403032673,0.0004379795917313,manual_review,manual_review,1.0,1.0,0.0
0,0.2013837754146279,0.0016820767062317,manual_review,manual_review,1.0,1.0,0.0
0,0.307018757431906,0.0006375633329113,manual_review,manual_review,1.0,1.0,0.0
0,0.1496634352029832,0.0002106265808279,auto_process,auto_process,0.0,0.0,0.0
0,0.1404427245694536,0.000672028192216,auto_process,auto_process,0.0,0.0,0.0
1,0.2121402292792132,0.0001339018520119,manual_review,manual_review,1.0,1.0,0.0
0,0.1973931577180109,0.0112486934162377,auto_process,manual_review,0.0,1.0,1.0
1,0.4571672470129742,0.0015316039795465,manual_review,manual_review,1.0,1.0,0.0
0,0.1547772747584905,0.0007130783798888,auto_process,auto_process,0.0,0.0,0.0
0,0.3250125314087914,0.0014256553653859,manual_review,manual_review,1.0,1.0,0.0
1,0.2407934548186253,0.0013956879963872,manual_review,manual_review,1.0,1.0,0.0
0,0.1813678338099762,0.0009976874612412,auto_process,auto_process,0.0,0.0,0.0
0,0.2309817144557116,0.0005401921225662,manual_review,manual_review,1.0,1.0,0.0
0,0.371696321542288,0.0026523536630479,manual_review,manual_review,1.0,1.0,0.0
0,0.3141145440417177,0.000533834096803,manual_review,manual_review,1.0,1.0,0.0
0,0.1653524281350849,0.000168841225176,auto_process,auto_process,0.0,0.0,0.0
0,0.1103917006339365,0.0001264123449839,auto_process,auto_process,0.0,0.0,0.0
0,0.1173570129812481,0.0004059889570259,auto_process,auto_process,0.0,0.0,0.0
0,0.2959290635032156,0.0008564504152433,manual_review,manual_review,1.0,1.0,0.0
0,0.2612544852686702,0.0016038504778628,manual_review,manual_review,1.0,1.0,0.0
1,0.4175988871717304,0.003296674604189,manual_review,manual_review,1.0,1.0,0.0
1,0.3115086117198007,0.0010361812595336,manual_review,manual_review,1.0,1.0,0.0
0,0.4431995453479172,0.002127787758155,manual_review,manual_review,1.0,1.0,0.0
0,0.2133336637844739,0.0003372221395053,manual_review,manual_review,1.0,1.0,0.0
0,0.1547635267589762,0.0005311159250717,auto_process,auto_process,0.0,0.0,0.0
1,0.4187729606223728,0.00427861955172,manual_review,manual_review,1.0,1.0,0.0
0,0.2139073729794305,0.0007799122889772,manual_review,manual_review,1.0,1.0,0.0
1,0.2431556993245339,0.0021675395708103,manual_review,manual_review,1.0,1.0,0.0
0,0.1303495193060752,0.000351963963789,auto_process,auto_process,0.0,0.0,0.0
0,0.2584535760678372,0.0003472488395766,manual_review,manual_review,1.0,1.0,0.0
1,0.2256259967216309,0.0001434732620205,manual_review,manual_review,1.0,1.0,0.0
0,0.2696232182981447,0.0009163093649467,manual_review,manual_review,1.0,1.0,0.0
0,0.1909759481137706,0.0024452630898165,auto_process,auto_process,0.0,0.0,0.0
0,0.2223124151485996,0.0003384258164372,manual_review,manual_review,1.0,1.0,0.0
1,0.2539543939457749,0.0012601320067476,manual_review,manual_review,1.0,1.0,0.0
0,0.2188473199182553,0.0003563179669399,manual_review,manual_review,1.0,1.0,0.0
0,0.099398092068233,9.217190573962868e-05,auto_process,auto_process,0.0,0.0,0.0
1,0.2961500836489271,0.0005340923157761,manual_review,manual_review,1.0,1.0,0.0
0,0.0950264277367421,0.0002526831423631,auto_process,auto_process,0.0,0.0,0.0
0,0.3534642936532777,0.0040656172049392,manual_review,manual_review,1.0,1.0,0.0
0,0.1341533591827748,0.0003350036779305,auto_process,auto_process,0.0,0.0,0.0
0,0.1267480798148689,0.0006593793819874,auto_process,auto_process,0.0,0.0,0.0
1,0.2581841671326381,0.0010363382968567,manual_review,manual_review,1.0,1.0,0.0
0,0.1685396773049899,0.0002875379054871,auto_process,auto_process,0.0,0.0,0.0
1,0.4044882127393601,0.0087953032990908,manual_review,manual_review,1.0,1.0,0.0
0,0.1487149209168123,0.0011390843626315,auto_process,auto_process,0.0,0.0,0.0
0,0.2108034681811992,0.0003105187308199,manual_review,manual_review,1.0,1.0,0.0
0,0.3111124453320115,0.007035926061912,manual_review,manual_review,1.0,1.0,0.0
0,0.3687205193110896,0.0041598115801764,manual_review,manual_review,1.0,1.0,0.0
0,0.2176399390417061,0.0001615827121527,manual_review,manual_review,1.0,1.0,0.0
0,0.2075698120790385,0.0014061617311136,manual_review,manual_review,1.0,1.0,0.0
0,0.2108222976134124,0.0017882903847675,manual_review,manual_review,1.0,1.0,0.0
1,0.1617171200923414,0.0005016236761332,auto_process,auto_process,5.0,5.0,0.0
0,0.1884164926869224,0.0001201048785779,auto_process,auto_process,0.0,0.0,0.0
1,0.2615368824091135,0.0003055185749333,manual_review,manual_review,1.0,1.0,0.0
0,0.1490617007923767,0.0001726891303993,auto_process,auto_process,0.0,0.0,0.0
1,0.4190489040230424,0.0023936512612461,manual_review,manual_review,1.0,1.0,0.0
1,0.3927868514344252,0.002070272855417,manual_review,manual_review,1.0,1.0,0.0
1,0.2120571651973122,0.0002065759787799,manual_review,manual_review,1.0,1.0,0.0
1,0.2984952852645628,0.0007115507800668,manual_review,manual_review,1.0,1.0,0.0
0,0.1163934793808433,0.0002944086351311,auto_process,auto_process,0.0,0.0,0.0
0,0.114186697714828,0.0001503056245384,auto_process,auto_process,0.0,0.0,0.0
1,0.3815756210875667,0.0017270210040597,manual_review,manual_review,1.0,1.0,0.0
